batter,date,game_pk,bat_team,home_team,pa_n,hr,pa_vl,hr_vl,pa_vr,hr_vr
647304,2026-06-13,822725,SEA,WSH,4,0,2,0,2,0
650333,2026-06-13,823213,SF,SF,5,0,1,0,4,0
650402,2026-06-13,824426,DET,CLE,5,0,3,0,2,0
650489,2026-06-13,824995,COL,ATH,4,0,1,0,3,0
650490,2026-06-13,824019,TB,LAA,4,0,1,0,3,0
655316,2026-06-13,824749,BOS,BOS,1,0,1,0,0,0
656305,2026-06-13,823213,SF,SF,4,0,0,0,4,0
656413,2026-06-13,824426,CLE,CLE,3,0,2,0,1,0
656484,2026-06-13,823694,MIN,MIN,2,0,0,0,2,0
656537,2026-06-13,823776,PHI,MIL,5,0,3,0,2,0
656555,2026-06-13,824426,CLE,CLE,4,0,2,0,2,0
656577,2026-06-13,823694,MIN,MIN,3,0,2,0,1,0
656716,2026-06-13,824426,DET,CLE,2,0,0,0,2,0
656775,2026-06-13,824019,TB,LAA,4,0,2,0,2,0
656811,2026-06-13,823369,PIT,PIT,4,0,2,0,2,0
656941,2026-06-13,823776,PHI,MIL,6,0,4,0,2,0
656976,2026-06-13,824508,AZ,CIN,4,0,0,0,4,0
657041,2026-06-13,824100,KC,KC,4,1,1,0,3,1
657757,2026-06-13,824828,SD,BAL,5,1,1,0,4,1
660271,2026-06-13,824587,LAD,CWS,6,1,2,0,4,1
660644,2026-06-13,823616,NYM,NYM,2,0,2,0,0,0
660710,2026-06-13,824828,SD,BAL,1,1,0,0,1,1
660821,2026-06-13,822802,TOR,TOR,4,0,0,0,4,0
661388,2026-06-13,823776,MIL,MIL,5,0,1,0,4,0
663330,2026-06-13,824426,DET,CLE,2,0,2,0,0,0
663457,2026-06-13,823694,STL,MIN,2,0,0,0,2,0
663538,2026-06-13,823213,CHC,SF,5,0,1,0,4,0
663586,2026-06-13,823616,ATL,NYM,4,0,2,0,2,0
663616,2026-06-13,823694,MIN,MIN,2,0,0,0,2,0
663656,2026-06-13,824587,LAD,CWS,5,0,3,0,2,0
663837,2026-06-13,824426,DET,CLE,5,0,3,0,2,0
663886,2026-06-13,824508,CIN,CIN,3,0,0,0,3,0
663968,2026-06-13,823369,PIT,PIT,4,0,0,0,4,0
663993,2026-06-13,824508,CIN,CIN,3,0,0,0,3,0
664023,2026-06-13,823213,CHC,SF,5,1,2,1,3,0
664040,2026-06-13,823369,PIT,PIT,5,0,2,0,3,0
664761,2026-06-13,823776,PHI,MIL,5,0,3,0,2,0
664770,2026-06-13,822802,TOR,TOR,5,0,0,0,5,0
664954,2026-06-13,824995,COL,ATH,4,1,1,0,3,1
665019,2026-06-13,823694,MIN,MIN,4,0,3,0,1,0
665161,2026-06-13,824100,HOU,KC,5,0,4,0,1,0
665487,2026-06-13,824828,SD,BAL,5,0,0,0,5,0
665742,2026-06-13,823616,NYM,NYM,4,0,3,0,1,0
665750,2026-06-13,824828,BAL,BAL,4,0,1,0,3,0
665804,2026-06-13,823213,CHC,SF,5,0,1,0,4,0
665862,2026-06-13,822802,NYY,TOR,4,0,0,0,4,0
665877,2026-06-13,823694,STL,MIN,4,0,3,0,1,0
665923,2026-06-13,823369,MIA,PIT,1,0,1,0,0,0
665926,2026-06-13,822802,TOR,TOR,4,0,0,0,4,0
665953,2026-06-13,822725,WSH,WSH,2,0,1,0,1,0
665966,2026-06-13,824749,BOS,BOS,3,0,0,0,3,0
666018,2026-06-13,824019,TB,LAA,4,0,2,0,2,0
666023,2026-06-13,824828,SD,BAL,3,0,0,0,3,0
666126,2026-06-13,824995,ATH,ATH,2,0,0,0,2,0
666152,2026-06-13,823776,MIL,MIL,3,0,0,0,3,0
666176,2026-06-13,824019,LAA,LAA,5,0,2,0,3,0
666182,2026-06-13,823616,NYM,NYM,4,0,3,0,1,0
666397,2026-06-13,824995,COL,ATH,4,0,1,0,3,0
668709,2026-06-13,824508,CIN,CIN,3,0,0,0,3,0
668715,2026-06-13,824508,CIN,CIN,3,0,0,0,3,0
668804,2026-06-13,823369,PIT,PIT,4,0,2,0,2,0
668885,2026-06-13,823694,MIN,MIN,4,0,2,0,2,0
668901,2026-06-13,823616,NYM,NYM,4,0,3,0,1,0
668904,2026-06-13,823694,MIN,MIN,4,1,3,1,1,0
668930,2026-06-13,823776,MIL,MIL,5,0,1,0,4,0
668952,2026-06-13,823694,MIN,MIN,2,0,2,0,0,0
669003,2026-06-13,823776,MIL,MIL,5,1,1,0,4,1
669004,2026-06-13,823616,NYM,NYM,3,0,2,0,1,0
669016,2026-06-13,823776,PHI,MIL,5,0,4,0,1,0
669065,2026-06-13,823369,MIA,PIT,4,0,0,0,4,0
669127,2026-06-13,824995,ATH,ATH,5,0,3,0,2,0
669256,2026-06-13,824828,SD,BAL,3,0,1,0,2,0
669289,2026-06-13,824587,LAD,CWS,1,0,0,0,1,0
669364,2026-06-13,823369,MIA,PIT,4,0,0,0,4,0
669392,2026-06-13,824828,SD,BAL,5,1,1,0,4,1
669394,2026-06-13,824749,TEX,BOS,4,1,3,0,1,1
669477,2026-06-13,823213,SF,SF,4,0,1,0,3,0
669707,2026-06-13,823369,PIT,PIT,4,0,0,0,4,0
669743,2026-06-13,824587,LAD,CWS,3,0,3,0,0,0
669899,2026-06-13,824587,LAD,CWS,2,0,0,0,2,0
670032,2026-06-13,824749,TEX,BOS,4,0,3,0,1,0
670042,2026-06-13,822725,SEA,WSH,3,0,1,0,2,0
670156,2026-06-13,822725,SEA,WSH,4,0,0,0,4,0
670224,2026-06-13,824100,KC,KC,4,0,1,0,3,0
670541,2026-06-13,824100,HOU,KC,5,0,4,0,1,0
670623,2026-06-13,824100,HOU,KC,5,0,3,0,2,0
670764,2026-06-13,824019,TB,LAA,3,0,1,0,2,0
671056,2026-06-13,823694,STL,MIN,5,2,3,1,2,1
671277,2026-06-13,822725,WSH,WSH,3,1,0,0,3,1
671732,2026-06-13,824995,ATH,ATH,1,0,0,0,1,0
671739,2026-06-13,823616,ATL,NYM,4,1,3,0,1,1
671976,2026-06-13,824587,CWS,CWS,3,1,0,0,3,1
672515,2026-06-13,824508,AZ,CIN,5,0,0,0,5,0
672580,2026-06-13,824100,KC,KC,4,0,0,0,4,0
672640,2026-06-13,823369,MIA,PIT,4,0,0,0,4,0
672695,2026-06-13,824508,AZ,CIN,4,0,0,0,4,0
672724,2026-06-13,824019,LAA,LAA,4,0,0,0,4,0
672761,2026-06-13,824426,DET,CLE,2,0,2,0,0,0
672960,2026-06-13,822802,TOR,TOR,4,1,0,0,4,1
673490,2026-06-13,823616,ATL,NYM,2,0,2,0,0,0
673548,2026-06-13,823213,CHC,SF,3,0,1,0,2,0
673962,2026-06-13,824749,TEX,BOS,5,0,4,0,1,0
675961,2026-06-13,824995,ATH,ATH,4,0,3,0,1,0
676369,2026-06-13,823694,STL,MIN,3,0,3,0,0,0
676391,2026-06-13,822802,TOR,TOR,4,0,0,0,4,0
676439,2026-06-13,824019,TB,LAA,4,0,1,0,3,0
676475,2026-06-13,823694,STL,MIN,5,0,3,0,2,0
676572,2026-06-13,823616,NYM,NYM,2,0,2,0,0,0
676609,2026-06-13,822802,NYY,TOR,4,0,0,0,4,0
676694,2026-06-13,824100,HOU,KC,4,1,2,0,2,1
676724,2026-06-13,823616,NYM,NYM,1,0,0,0,1,0
677587,2026-06-13,824426,CLE,CLE,3,0,2,0,1,0
677588,2026-06-13,822725,WSH,WSH,4,0,0,0,4,0
677592,2026-06-13,824587,CWS,CWS,1,0,1,0,0,0
677594,2026-06-13,822725,SEA,WSH,5,0,1,0,4,0
677649,2026-06-13,824749,TEX,BOS,5,0,4,0,1,0
677800,2026-06-13,824749,BOS,BOS,4,0,1,0,3,0
677870,2026-06-13,823369,MIA,PIT,4,0,1,0,3,0
677942,2026-06-13,824828,BAL,BAL,4,0,0,0,4,0
677951,2026-06-13,824100,KC,KC,5,0,0,0,5,0
678218,2026-06-13,822802,TOR,TOR,4,0,0,0,4,0
678246,2026-06-13,824587,CWS,CWS,4,0,1,0,3,0
678554,2026-06-13,822725,WSH,WSH,4,0,1,0,3,0
678882,2026-06-13,824749,BOS,BOS,4,0,1,0,3,0
679529,2026-06-13,824426,DET,CLE,4,0,2,0,2,0
679822,2026-06-13,824749,TEX,BOS,3,0,3,0,0,0
679845,2026-06-13,824100,KC,KC,1,0,1,0,0,0
680574,2026-06-13,824508,CIN,CIN,3,0,0,0,3,0
680700,2026-06-13,824019,TB,LAA,4,0,1,0,3,0
680728,2026-06-13,824508,AZ,CIN,4,0,1,0,3,0
680737,2026-06-13,824749,TEX,BOS,4,0,2,0,2,0
680757,2026-06-13,824426,CLE,CLE,3,0,3,0,0,0
680776,2026-06-13,824749,BOS,BOS,4,1,0,0,4,1
680869,2026-06-13,824995,ATH,ATH,4,1,3,1,1,0
681082,2026-06-13,823776,PHI,MIL,5,0,3,0,2,0
681198,2026-06-13,824995,COL,ATH,4,0,1,0,3,0
681297,2026-06-13,824828,BAL,BAL,2,0,0,0,2,0
681351,2026-06-13,824019,LAA,LAA,4,0,1,0,3,0
681393,2026-06-13,823369,MIA,PIT,4,0,2,0,2,0
681481,2026-06-13,824426,DET,CLE,2,0,1,0,1,0
681508,2026-06-13,824749,BOS,BOS,3,0,0,0,3,0
681546,2026-06-13,824426,DET,CLE,1,0,0,0,1,0
681624,2026-06-13,824587,LAD,CWS,5,0,2,0,3,0
681715,2026-06-13,823369,MIA,PIT,4,0,1,0,3,0
681807,2026-06-13,824426,CLE,CLE,4,0,2,0,2,0
682177,2026-06-13,824426,CLE,CLE,3,1,3,1,0,0
682622,2026-06-13,824508,CIN,CIN,3,1,0,0,3,1
682626,2026-06-13,823616,NYM,NYM,4,0,2,0,2,0
682657,2026-06-13,824426,CLE,CLE,1,0,1,0,0,0
682818,2026-06-13,822802,TOR,TOR,4,0,0,0,4,0
682848,2026-06-13,823369,PIT,PIT,4,0,1,0,3,0
682928,2026-06-13,822725,WSH,WSH,4,0,1,0,3,0
682985,2026-06-13,824426,DET,CLE,4,0,3,0,1,0
682987,2026-06-13,822802,NYY,TOR,4,0,0,0,4,0
682997,2026-06-13,823369,PIT,PIT,4,0,1,0,3,0
682998,2026-06-13,824508,AZ,CIN,5,1,1,0,4,1
683002,2026-06-13,824828,BAL,BAL,5,0,0,0,5,0
683083,2026-06-13,822725,WSH,WSH,4,0,0,0,4,0
683227,2026-06-13,824749,TEX,BOS,4,0,2,0,2,0
683734,2026-06-13,823776,MIL,MIL,1,0,0,0,1,0
683737,2026-06-13,823213,CHC,SF,5,0,2,0,3,0
683748,2026-06-13,824019,TB,LAA,4,0,1,0,3,0
683953,2026-06-13,824426,CLE,CLE,4,0,2,0,2,0
685133,2026-06-13,824019,LAA,LAA,2,0,0,0,2,0
686217,2026-06-13,823776,MIL,MIL,5,0,0,0,5,0
686452,2026-06-13,822725,WSH,WSH,4,0,0,0,4,0
686469,2026-06-13,824100,KC,KC,3,0,0,0,3,0
686527,2026-06-13,822725,SEA,WSH,4,0,2,0,2,0
686555,2026-06-13,824100,KC,KC,2,0,0,0,2,0
686611,2026-06-13,822725,WSH,WSH,4,0,0,0,4,0
686681,2026-06-13,824100,KC,KC,3,0,0,0,3,0
686780,2026-06-13,823694,STL,MIN,4,0,3,0,1,0
686797,2026-06-13,823694,MIN,MIN,4,0,2,0,2,0
687221,2026-06-13,824587,LAD,CWS,5,0,2,0,3,0
687263,2026-06-13,824019,LAA,LAA,5,0,1,0,4,0
687401,2026-06-13,823776,MIL,MIL,3,0,0,0,3,0
687462,2026-06-13,823369,PIT,PIT,5,0,2,0,3,0
687515,2026-06-13,824995,ATH,ATH,3,0,3,0,0,0
687551,2026-06-13,823213,SF,SF,4,0,0,0,4,0
687749,2026-06-13,824828,SD,BAL,4,0,1,0,3,0
687859,2026-06-13,824995,COL,ATH,4,0,1,0,3,0
689414,2026-06-13,823369,MIA,PIT,5,0,2,0,3,0
690976,2026-06-13,824587,LAD,CWS,2,0,0,0,2,0
690993,2026-06-13,824426,DET,CLE,1,0,0,0,1,0
691016,2026-06-13,824995,ATH,ATH,2,0,0,0,2,0
691023,2026-06-13,823694,STL,MIN,5,1,3,0,2,1
691026,2026-06-13,823694,STL,MIN,5,0,3,0,2,0
691176,2026-06-13,822802,NYY,TOR,5,1,0,0,5,1
691406,2026-06-13,824019,TB,LAA,4,0,2,0,2,0
691458,2026-06-13,823694,STL,MIN,4,1,3,0,1,1
691594,2026-06-13,823369,MIA,PIT,4,0,2,0,2,0
691718,2026-06-13,823213,CHC,SF,5,1,1,0,4,1
691720,2026-06-13,824995,COL,ATH,5,0,1,0,4,0
691723,2026-06-13,824828,BAL,BAL,2,0,1,0,1,0
691777,2026-06-13,824995,ATH,ATH,3,0,3,0,0,0
691785,2026-06-13,824749,BOS,BOS,4,0,0,0,4,0
693304,2026-06-13,823369,PIT,PIT,4,0,1,0,3,0
693307,2026-06-13,824426,DET,CLE,4,0,3,0,1,0
694192,2026-06-13,823776,MIL,MIL,5,2,1,1,4,1
694203,2026-06-13,824019,LAA,LAA,4,0,0,0,4,0
694212,2026-06-13,824828,BAL,BAL,4,0,0,0,4,0
694249,2026-06-13,824995,COL,ATH,4,0,1,0,3,0
694371,2026-06-13,824508,AZ,CIN,4,0,0,0,4,0
694378,2026-06-13,824587,CWS,CWS,3,0,0,0,3,0
694384,2026-06-13,824019,LAA,LAA,5,0,2,0,3,0
694388,2026-06-13,824100,HOU,KC,1,0,0,0,1,0
694514,2026-06-13,824995,COL,ATH,4,0,0,0,4,0
694671,2026-06-13,824749,TEX,BOS,5,0,4,0,1,0
694728,2026-06-13,824100,HOU,KC,4,1,2,1,2,0
695238,2026-06-13,824828,SD,BAL,2,0,0,0,2,0
695490,2026-06-13,824508,CIN,CIN,3,0,0,0,3,0
695506,2026-06-13,824100,KC,KC,4,0,0,0,4,0
695578,2026-06-13,822725,WSH,WSH,5,0,1,0,4,0
695600,2026-06-13,824100,KC,KC,5,0,0,0,5,0
695657,2026-06-13,824587,CWS,CWS,3,0,0,0,3,0
695731,2026-06-13,824587,CWS,CWS,3,0,0,0,3,0
695734,2026-06-13,822725,WSH,WSH,4,0,1,0,3,0
696100,2026-06-13,824995,COL,ATH,4,0,1,0,3,0
699393,2026-06-13,823213,CHC,SF,5,1,1,1,4,0
700250,2026-06-13,822802,NYY,TOR,4,0,0,0,4,0
700337,2026-06-13,824587,CWS,CWS,3,0,0,0,3,0
700932,2026-06-13,824426,CLE,CLE,1,0,1,0,0,0
701358,2026-06-13,824100,HOU,KC,4,0,3,0,1,0
701398,2026-06-13,824508,CIN,CIN,3,0,0,0,3,0
701538,2026-06-13,824828,SD,BAL,5,1,0,0,5,1
701675,2026-06-13,823694,STL,MIN,4,0,2,0,2,0
701678,2026-06-13,824426,DET,CLE,2,0,2,0,0,0
701762,2026-06-13,824995,ATH,ATH,5,0,3,0,2,0
701807,2026-06-13,823616,NYM,NYM,4,0,3,0,1,0
702222,2026-06-13,823776,PHI,MIL,1,0,0,0,1,0
702284,2026-06-13,822725,SEA,WSH,5,0,1,0,4,0
702332,2026-06-13,824749,BOS,BOS,4,0,0,0,4,0
702616,2026-06-13,824828,BAL,BAL,4,0,1,0,3,0
703607,2026-06-13,824995,ATH,ATH,4,0,3,0,1,0
800050,2026-06-13,824426,CLE,CLE,1,0,1,0,0,0
802415,2026-06-13,824019,TB,LAA,4,0,2,0,2,0
803011,2026-06-13,824587,CWS,CWS,3,0,0,0,3,0
805300,2026-06-13,823369,MIA,PIT,3,0,1,0,2,0
805367,2026-06-13,824587,CWS,CWS,3,0,0,0,3,0
805779,2026-06-13,824995,ATH,ATH,4,0,3,0,1,0
805808,2026-06-13,824426,DET,CLE,5,0,3,0,2,0
805811,2026-06-13,823213,SF,SF,4,0,1,0,3,0
805999,2026-06-13,823616,NYM,NYM,1,0,0,0,1,0
806068,2026-06-13,822725,SEA,WSH,4,1,1,0,3,1
807712,2026-06-13,823694,MIN,MIN,4,1,2,1,2,0
807713,2026-06-13,823213,CHC,SF,2,0,1,0,1,0
807727,2026-06-13,822802,TOR,TOR,4,0,0,0,4,0
808982,2026-06-13,823213,SF,SF,4,0,1,0,3,0
814439,2026-06-13,824508,AZ,CIN,4,0,1,0,3,0
823550,2026-06-13,824828,SD,BAL,2,0,0,0,2,0
502671,2026-06-14,822801,NYY,TOR,5,0,2,0,3,0
506702,2026-06-14,823615,ATL,NYM,3,0,0,0,3,0
518692,2026-06-14,824586,LAD,CWS,5,1,2,1,3,0
521692,2026-06-14,824099,KC,KC,4,0,0,0,4,0
543309,2026-06-14,824751,TEX,BOS,4,1,3,1,1,0
543760,2026-06-14,823615,NYM,NYM,5,1,0,0,5,1
543807,2026-06-14,822801,TOR,TOR,5,0,0,0,5,0
545121,2026-06-14,824506,AZ,CIN,4,0,2,0,2,0
545361,2026-06-14,824021,LAA,LAA,5,0,2,0,3,0
547180,2026-06-14,823777,PHI,MIL,4,0,4,0,0,0
553993,2026-06-14,824506,CIN,CIN,4,0,0,0,4,0
571448,2026-06-14,824506,AZ,CIN,4,0,2,0,2,0
571970,2026-06-14,824586,LAD,CWS,4,0,1,0,3,0
572233,2026-06-14,824099,HOU,KC,4,0,1,0,3,0
573262,2026-06-14,823615,ATL,NYM,3,0,0,0,3,0
575929,2026-06-14,824751,BOS,BOS,4,2,0,0,4,2
592518,2026-06-14,824823,SD,BAL,5,0,3,0,2,0
592626,2026-06-14,824751,TEX,BOS,1,0,0,0,1,0
593428,2026-06-14,824823,SD,BAL,4,0,3,0,1,0
596142,2026-06-14,823777,MIL,MIL,4,0,4,0,0,0
605137,2026-06-14,823693,MIN,MIN,4,0,0,0,4,0
605141,2026-06-14,824586,LAD,CWS,4,1,1,0,3,1
605170,2026-06-14,823693,MIN,MIN,4,1,0,0,4,1
606466,2026-06-14,824506,AZ,CIN,5,0,4,0,1,0
607043,2026-06-14,824751,TEX,BOS,5,0,3,0,2,0
607208,2026-06-14,823777,PHI,MIL,4,0,4,0,0,0
608324,2026-06-14,823212,CHC,SF,4,0,0,0,4,0
608348,2026-06-14,823212,CHC,SF,3,0,0,0,3,0
620443,2026-06-14,823615,NYM,NYM,4,0,1,0,3,0
621020,2026-06-14,823212,CHC,SF,3,0,0,0,3,0
621439,2026-06-14,823693,MIN,MIN,5,0,1,0,4,0
621493,2026-06-14,824823,BAL,BAL,5,0,0,0,5,0
621550,2026-06-14,822722,SEA,WSH,1,0,0,0,1,0
621566,2026-06-14,823615,ATL,NYM,4,0,2,0,2,0
622268,2026-06-14,824021,LAA,LAA,3,1,2,1,1,0
622761,2026-06-14,823615,ATL,NYM,1,0,0,0,1,0
624413,2026-06-14,824823,BAL,BAL,4,0,1,0,3,0
624424,2026-06-14,823212,CHC,SF,4,0,0,0,4,0
624431,2026-06-14,824506,CIN,CIN,3,0,0,0,3,0
624641,2026-06-14,823777,PHI,MIL,2,0,2,0,0,0
640902,2026-06-14,822722,SEA,WSH,3,0,0,0,3,0
641355,2026-06-14,822801,NYY,TOR,5,0,3,0,2,0
641680,2026-06-14,824994,ATH,ATH,5,0,0,0,5,0
641820,2026-06-14,824021,LAA,LAA,1,0,1,0,0,0
642086,2026-06-14,823615,ATL,NYM,4,0,1,0,3,0
642133,2026-06-14,823615,ATL,NYM,1,0,0,0,1,0
642201,2026-06-14,823615,ATL,NYM,2,0,0,0,2,0
642350,2026-06-14,824021,LAA,LAA,3,0,1,0,2,0
642708,2026-06-14,822801,NYY,TOR,2,0,2,0,0,0
642715,2026-06-14,823212,SF,SF,4,0,0,0,4,0
643217,2026-06-14,824586,CWS,CWS,4,0,0,0,4,0
643289,2026-06-14,823615,ATL,NYM,4,0,0,0,4,0
643396,2026-06-14,824751,BOS,BOS,4,0,1,0,3,0
643446,2026-06-14,824994,ATH,ATH,4,0,0,0,4,0
645277,2026-06-14,823615,ATL,NYM,4,0,2,0,2,0
645302,2026-06-14,822722,SEA,WSH,3,0,0,0,3,0
645305,2026-06-14,822801,NYY,TOR,3,0,2,0,1,0
646240,2026-06-14,823212,SF,SF,4,0,2,0,2,0
647304,2026-06-14,822722,SEA,WSH,3,0,1,0,2,0
650333,2026-06-14,823212,SF,SF,5,0,2,0,3,0
650489,2026-06-14,824994,COL,ATH,7,2,5,1,2,1
650490,2026-06-14,824021,TB,LAA,5,0,2,0,3,0
650859,2026-06-14,823777,MIL,MIL,4,0,4,0,0,0
655316,2026-06-14,824751,BOS,BOS,1,0,1,0,0,0
656305,2026-06-14,823212,SF,SF,5,1,1,0,4,1
656484,2026-06-14,823693,MIN,MIN,2,0,0,0,2,0
656537,2026-06-14,823777,PHI,MIL,3,0,3,0,0,0
656775,2026-06-14,824021,TB,LAA,5,0,1,0,4,0
656811,2026-06-14,823368,PIT,PIT,5,0,0,0,5,0
656941,2026-06-14,823777,PHI,MIL,4,0,4,0,0,0
657041,2026-06-14,824099,KC,KC,3,0,0,0,3,0
657757,2026-06-14,824823,SD,BAL,4,0,3,0,1,0
660271,2026-06-14,824586,LAD,CWS,5,0,2,0,3,0
660688,2026-06-14,822722,WSH,WSH,4,1,1,0,3,1
660710,2026-06-14,824823,SD,BAL,4,1,2,0,2,1
660821,2026-06-14,822801,TOR,TOR,4,0,1,0,3,0
661388,2026-06-14,823777,MIL,MIL,4,0,3,0,1,0
663368,2026-06-14,823777,MIL,MIL,4,1,4,1,0,0
663457,2026-06-14,823693,STL,MIN,4,0,0,0,4,0
663494,2026-06-14,823693,STL,MIN,3,0,0,0,3,0
663586,2026-06-14,823615,ATL,NYM,4,0,1,0,3,0
663611,2026-06-14,824021,LAA,LAA,4,0,1,0,3,0
663616,2026-06-14,823693,MIN,MIN,3,0,0,0,3,0
663656,2026-06-14,824586,LAD,CWS,4,0,1,0,3,0
663968,2026-06-14,823368,PIT,PIT,4,0,0,0,4,0
663993,2026-06-14,824506,CIN,CIN,4,0,0,0,4,0
664023,2026-06-14,823212,CHC,SF,4,0,0,0,4,0
664040,2026-06-14,823368,PIT,PIT,5,0,0,0,5,0
664702,2026-06-14,822801,TOR,TOR,1,0,1,0,0,0
664761,2026-06-14,823777,PHI,MIL,4,0,3,0,1,0
664770,2026-06-14,822801,TOR,TOR,5,0,1,0,4,0
665019,2026-06-14,823693,MIN,MIN,4,0,1,0,3,0
665161,2026-06-14,824099,HOU,KC,4,0,0,0,4,0
665487,2026-06-14,824823,SD,BAL,5,0,3,0,2,0
665561,2026-06-14,823777,PHI,MIL,3,0,3,0,0,0
665742,2026-06-14,823615,NYM,NYM,5,0,0,0,5,0
665750,2026-06-14,824823,BAL,BAL,4,0,1,0,3,0
665862,2026-06-14,822801,NYY,TOR,3,0,1,0,2,0
665877,2026-06-14,823693,STL,MIN,4,0,0,0,4,0
665923,2026-06-14,823368,MIA,PIT,2,0,1,0,1,0
665966,2026-06-14,824751,BOS,BOS,3,0,0,0,3,0
666018,2026-06-14,824021,TB,LAA,5,0,2,0,3,0
666126,2026-06-14,824994,ATH,ATH,5,0,0,0,5,0
666152,2026-06-14,823777,MIL,MIL,3,0,2,0,1,0
666176,2026-06-14,824021,LAA,LAA,5,0,2,0,3,0
666181,2026-06-14,824506,CIN,CIN,1,0,0,0,1,0
666182,2026-06-14,823615,NYM,NYM,5,0,0,0,5,0
666211,2026-06-14,824099,HOU,KC,1,0,0,0,1,0
668709,2026-06-14,824506,CIN,CIN,4,1,0,0,4,1
668804,2026-06-14,823368,PIT,PIT,5,1,0,0,5,1
668885,2026-06-14,823693,MIN,MIN,2,0,1,0,1,0
668904,2026-06-14,823693,MIN,MIN,4,0,0,0,4,0
668939,2026-06-14,824823,BAL,BAL,4,0,1,0,3,0
668952,2026-06-14,823693,MIN,MIN,2,0,1,0,1,0
669003,2026-06-14,823777,MIL,MIL,4,0,4,0,0,0
669004,2026-06-14,823615,NYM,NYM,4,0,1,0,3,0
669016,2026-06-14,823777,PHI,MIL,4,0,3,0,1,0
669065,2026-06-14,823368,MIA,PIT,5,0,0,0,5,0
669236,2026-06-14,824823,BAL,BAL,2,1,0,0,2,1
669256,2026-06-14,824823,SD,BAL,2,0,2,0,0,0
669364,2026-06-14,823368,MIA,PIT,4,0,0,0,4,0
669384,2026-06-14,824099,HOU,KC,3,0,0,0,3,0
669392,2026-06-14,824823,SD,BAL,4,0,3,0,1,0
669394,2026-06-14,824751,TEX,BOS,5,0,3,0,2,0
669477,2026-06-14,823212,SF,SF,4,0,0,0,4,0
669707,2026-06-14,823368,PIT,PIT,4,0,0,0,4,0
669899,2026-06-14,824586,LAD,CWS,4,0,1,0,3,0
670032,2026-06-14,824751,TEX,BOS,2,0,0,0,2,0
670042,2026-06-14,822722,SEA,WSH,4,0,1,0,3,0
670156,2026-06-14,822722,SEA,WSH,3,0,0,0,3,0
670224,2026-06-14,824099,KC,KC,3,0,0,0,3,0
670541,2026-06-14,824099,HOU,KC,4,0,1,0,3,0
671056,2026-06-14,823693,STL,MIN,4,0,1,0,3,0
671277,2026-06-14,822722,WSH,WSH,5,0,0,0,5,0
671289,2026-06-14,824994,COL,ATH,5,0,4,0,1,0
671732,2026-06-14,824994,ATH,ATH,5,0,0,0,5,0
671739,2026-06-14,823615,ATL,NYM,4,0,0,0,4,0
671976,2026-06-14,824586,CWS,CWS,3,0,1,0,2,0
672386,2026-06-14,822801,TOR,TOR,5,0,1,0,4,0
672515,2026-06-14,824506,AZ,CIN,5,1,3,0,2,1
672580,2026-06-14,824099,KC,KC,4,0,0,0,4,0
672640,2026-06-14,823368,MIA,PIT,5,0,0,0,5,0
672695,2026-06-14,824506,AZ,CIN,4,1,2,0,2,1
672724,2026-06-14,824021,LAA,LAA,1,0,1,0,0,0
672960,2026-06-14,822801,TOR,TOR,4,0,1,0,3,0
673962,2026-06-14,824751,TEX,BOS,5,0,3,0,2,0
675961,2026-06-14,824994,ATH,ATH,4,0,0,0,4,0
676391,2026-06-14,822801,TOR,TOR,4,0,0,0,4,0
676439,2026-06-14,824021,TB,LAA,4,0,2,0,2,0
676475,2026-06-14,823693,STL,MIN,4,1,1,0,3,1
676609,2026-06-14,822801,NYY,TOR,5,1,2,0,3,1
676694,2026-06-14,824099,HOU,KC,3,0,0,0,3,0
676724,2026-06-14,823615,NYM,NYM,5,0,0,0,5,0
676914,2026-06-14,822801,TOR,TOR,4,1,0,0,4,1
677594,2026-06-14,822722,SEA,WSH,4,0,1,0,3,0
677649,2026-06-14,824751,TEX,BOS,5,0,3,0,2,0
677800,2026-06-14,824751,BOS,BOS,4,0,0,0,4,0
677942,2026-06-14,824823,BAL,BAL,4,0,0,0,4,0
677951,2026-06-14,824099,KC,KC,4,0,0,0,4,0
678246,2026-06-14,824586,CWS,CWS,4,0,0,0,4,0
678391,2026-06-14,822722,WSH,WSH,4,0,0,0,4,0
678489,2026-06-14,824506,AZ,CIN,1,0,0,0,1,0
678662,2026-06-14,824994,COL,ATH,6,0,5,0,1,0
678882,2026-06-14,824751,BOS,BOS,4,0,0,0,4,0
679822,2026-06-14,824751,TEX,BOS,3,0,3,0,0,0
680474,2026-06-14,822801,NYY,TOR,5,0,2,0,3,0
680574,2026-06-14,824506,CIN,CIN,4,0,0,0,4,0
680700,2026-06-14,824021,TB,LAA,4,0,1,0,3,0
680776,2026-06-14,824751,BOS,BOS,4,0,1,0,3,0
680779,2026-06-14,823368,PIT,PIT,3,0,0,0,3,0
680869,2026-06-14,824994,ATH,ATH,5,0,0,0,5,0
681082,2026-06-14,823777,PHI,MIL,3,0,2,0,1,0
681198,2026-06-14,824994,COL,ATH,6,1,4,1,2,0
681297,2026-06-14,824823,BAL,BAL,3,0,0,0,3,0
681393,2026-06-14,823368,MIA,PIT,3,0,0,0,3,0
681624,2026-06-14,824586,LAD,CWS,5,0,2,0,3,0
681715,2026-06-14,823368,MIA,PIT,4,1,0,0,4,1
