game_id,date,away_f5,home_f5,f5_home_win
778193,2025-04-24,2,1,0
778191,2025-04-24,3,3,
778188,2025-04-24,1,4,1
778192,2025-04-24,3,2,0
778182,2025-04-25,0,3,1
778183,2025-04-25,0,2,1
778185,2025-04-25,0,0,
778187,2025-04-25,0,1,1
778186,2025-04-25,2,9,1
778184,2025-04-25,0,3,1
778181,2025-04-25,6,6,
778172,2025-04-25,1,0,0
778177,2025-04-25,3,1,0
778175,2025-04-25,6,1,0
778178,2025-04-25,1,1,
778176,2025-04-25,3,0,0
778171,2025-04-25,1,0,0
778179,2025-04-26,4,4,
778169,2025-04-26,6,3,0
778168,2025-04-26,1,3,1
778180,2025-04-26,1,3,1
778166,2025-04-26,1,4,1
778164,2025-04-26,2,5,1
778161,2025-04-26,3,3,
778173,2025-04-26,2,0,0
778159,2025-04-26,2,2,
778174,2025-04-26,6,2,0
778165,2025-04-26,6,1,0
778167,2025-04-26,0,2,1
778162,2025-04-26,2,5,1
778160,2025-04-26,3,0,0
778163,2025-04-26,3,3,
778154,2025-04-26,0,10,1
778153,2025-04-27,7,1,0
778156,2025-04-27,1,9,1
778170,2025-04-27,1,1,
778157,2025-04-27,8,0,0
778155,2025-04-27,0,3,1
778144,2025-04-27,0,1,1
778152,2025-04-27,4,1,0
778150,2025-04-27,7,1,0
778148,2025-04-27,7,0,0
778151,2025-04-27,2,2,
778149,2025-04-27,1,1,
778145,2025-04-27,2,8,1
778146,2025-04-27,3,2,0
778147,2025-04-27,1,4,1
778136,2025-04-27,2,7,1
778158,2025-04-27,1,1,
778138,2025-04-28,3,0,0
778139,2025-04-28,6,1,0
778140,2025-04-28,0,4,1
778141,2025-04-28,1,2,1
778143,2025-04-28,2,0,0
778142,2025-04-28,3,2,0
778137,2025-04-28,5,3,0
778132,2025-04-28,0,5,1
778129,2025-04-29,1,1,
778133,2025-04-29,12,0,0
778135,2025-04-29,4,0,0
778131,2025-04-29,0,3,1
778128,2025-04-29,2,1,0
778127,2025-04-29,7,2,0
778130,2025-04-29,1,8,1
778125,2025-04-29,1,2,1
778122,2025-04-29,0,4,1
778124,2025-04-29,2,0,0
778120,2025-04-29,6,1,0
778121,2025-04-29,0,3,1
778126,2025-04-29,1,5,1
778123,2025-04-29,1,7,1
778134,2025-04-30,1,0,0
778119,2025-04-30,9,0,0
778110,2025-04-30,7,3,0
778102,2025-04-30,1,2,1
778109,2025-04-30,2,4,1
778104,2025-04-30,3,3,
778105,2025-04-30,0,4,1
778116,2025-04-30,0,0,
778115,2025-04-30,3,5,1
778112,2025-04-30,3,2,0
778118,2025-04-30,2,5,1
778113,2025-04-30,3,0,0
778114,2025-04-30,4,0,0
778117,2025-04-30,0,1,1
778111,2025-04-30,3,3,
778106,2025-04-30,1,1,
778100,2025-05-01,3,2,0
778107,2025-05-01,1,4,1
778103,2025-05-01,2,0,0
778097,2025-05-01,4,1,0
778108,2025-05-01,0,2,1
778094,2025-05-01,0,1,1
778096,2025-05-01,1,0,0
778099,2025-05-01,0,1,1
778095,2025-05-01,2,0,0
778101,2025-05-01,2,4,1
778098,2025-05-01,1,1,
778087,2025-05-02,1,5,1
778090,2025-05-02,5,3,0
778086,2025-05-02,1,1,
778093,2025-05-02,0,0,
778088,2025-05-02,0,3,1
778081,2025-05-02,2,3,1
778089,2025-05-02,1,1,
778091,2025-05-02,6,0,0
778092,2025-05-02,1,0,0
778079,2025-05-02,1,4,1
778083,2025-05-02,8,0,0
778080,2025-05-02,9,0,0
778084,2025-05-02,6,3,0
778085,2025-05-02,0,1,1
778082,2025-05-02,0,4,1
778074,2025-05-03,1,2,1
778066,2025-05-03,3,3,
778064,2025-05-03,0,3,1
778065,2025-05-03,0,1,1
778069,2025-05-03,0,1,1
778073,2025-05-03,1,1,
778075,2025-05-03,4,4,
778078,2025-05-03,0,7,1
778077,2025-05-03,3,3,
778070,2025-05-03,1,1,
778071,2025-05-03,6,2,0
778072,2025-05-03,2,0,0
778076,2025-05-03,7,3,0
778067,2025-05-03,0,1,1
778053,2025-05-04,2,6,1
778068,2025-05-04,4,4,
778062,2025-05-04,4,5,1
778051,2025-05-04,4,0,0
778063,2025-05-04,1,3,1
778057,2025-05-04,5,0,0
778056,2025-05-04,4,3,0
778061,2025-05-04,2,2,
778059,2025-05-04,7,2,0
778055,2025-05-04,4,3,0
778054,2025-05-04,0,0,
778052,2025-05-04,1,6,1
778048,2025-05-04,1,5,1
778050,2025-05-04,5,0,0
778058,2025-05-04,1,1,
778060,2025-05-04,1,4,1
778047,2025-05-05,5,0,0
778045,2025-05-05,0,2,1
778049,2025-05-05,0,4,1
778044,2025-05-05,2,4,1
778043,2025-05-05,0,2,1
778042,2025-05-05,0,3,1
778036,2025-05-05,3,2,0
778039,2025-05-05,2,1,0
778038,2025-05-05,4,4,
778026,2025-05-06,2,4,1
778046,2025-05-06,0,0,
778035,2025-05-06,1,2,1
778037,2025-05-06,6,0,0
778040,2025-05-06,3,2,0
778041,2025-05-06,2,2,
778034,2025-05-06,0,0,
778027,2025-05-06,5,3,0
778028,2025-05-06,1,5,1
778033,2025-05-06,1,0,0
778031,2025-05-06,0,4,1
778030,2025-05-06,0,0,
778025,2025-05-06,2,2,
778032,2025-05-06,1,2,1
778024,2025-05-06,2,2,
778022,2025-05-07,0,3,1
778015,2025-05-07,3,1,0
778016,2025-05-07,0,3,1
778020,2025-05-07,3,1,0
778010,2025-05-07,1,5,1
778014,2025-05-07,0,0,
778017,2025-05-07,0,0,
778018,2025-05-07,3,2,0
778021,2025-05-07,6,0,0
778019,2025-05-07,1,0,0
778023,2025-05-07,4,1,0
778011,2025-05-07,2,3,1
778012,2025-05-07,0,2,1
778013,2025-05-07,6,6,
778009,2025-05-07,0,0,
778007,2025-05-08,2,1,0
778006,2025-05-08,0,3,1
778008,2025-05-08,0,4,1
778004,2025-05-08,9,1,0
778029,2025-05-08,6,1,0
778005,2025-05-08,1,2,1
778003,2025-05-08,1,2,1
778000,2025-05-08,3,4,1
777999,2025-05-08,0,5,1
777996,2025-05-09,0,2,1
777998,2025-05-09,0,1,1
777995,2025-05-09,6,0,0
778002,2025-05-09,2,2,
778001,2025-05-09,1,6,1
777997,2025-05-09,0,4,1
777990,2025-05-09,0,0,
777991,2025-05-09,1,2,1
777989,2025-05-09,0,3,1
777992,2025-05-09,0,3,1
777993,2025-05-09,10,1,0
777986,2025-05-09,3,0,0
777988,2025-05-09,8,8,
777984,2025-05-09,5,1,0
777994,2025-05-09,3,0,0
777980,2025-05-10,4,0,0
777985,2025-05-10,2,1,0
777972,2025-05-10,1,4,1
777981,2025-05-10,2,2,
777987,2025-05-10,7,2,0
777983,2025-05-10,1,0,0
777979,2025-05-10,12,8,0
777977,2025-05-10,4,1,0
777978,2025-05-10,0,1,1
777982,2025-05-10,4,3,0
777974,2025-05-10,1,2,1
777975,2025-05-10,0,1,1
777976,2025-05-10,19,0,0
777973,2025-05-10,0,5,1
777970,2025-05-10,2,3,1
777968,2025-05-11,0,1,1
777962,2025-05-11,2,1,0
777967,2025-05-11,0,3,1
777969,2025-05-11,5,0,0
777964,2025-05-11,3,2,0
777963,2025-05-11,0,4,1
777965,2025-05-11,1,1,
777956,2025-05-11,4,3,0
777966,2025-05-11,1,1,
777955,2025-05-11,1,6,1
777957,2025-05-11,11,2,0
777961,2025-05-11,3,2,0
777954,2025-05-11,3,0,0
777958,2025-05-11,5,1,0
777971,2025-05-11,1,0,0
777960,2025-05-12,0,3,1
777951,2025-05-12,0,12,1
777953,2025-05-12,1,1,
777950,2025-05-12,1,1,
777959,2025-05-12,1,3,1
777952,2025-05-12,0,5,1
777949,2025-05-12,1,0,0
777948,2025-05-12,7,0,0
777947,2025-05-12,2,4,1
777941,2025-05-12,7,2,0
777939,2025-05-12,2,1,0
777944,2025-05-13,0,1,1
777940,2025-05-13,4,3,0
777945,2025-05-13,1,0,0
777935,2025-05-13,4,3,0
777943,2025-05-13,0,1,1
777942,2025-05-13,2,3,1
777936,2025-05-13,2,2,
777934,2025-05-13,1,3,1
777931,2025-05-13,1,0,0
777932,2025-05-13,1,2,1
777926,2025-05-13,0,1,1
777930,2025-05-13,3,7,1
777937,2025-05-13,6,1,0
777924,2025-05-14,4,3,0
777938,2025-05-14,5,6,1
777922,2025-05-14,0,0,
777933,2025-05-14,9,7,0
777925,2025-05-14,2,2,
777916,2025-05-14,8,4,0
777915,2025-05-14,0,2,1
777927,2025-05-14,2,2,
777923,2025-05-14,1,0,0
777919,2025-05-14,4,0,0
777928,2025-05-14,2,0,0
777929,2025-05-14,1,4,1
777921,2025-05-14,3,1,0
777918,2025-05-14,1,6,1
777920,2025-05-14,3,1,0
777914,2025-05-14,1,3,1
777917,2025-05-14,3,3,
777909,2025-05-15,0,4,1
777911,2025-05-15,3,0,0
777912,2025-05-15,0,6,1
777913,2025-05-15,5,2,0
777910,2025-05-15,0,0,
777946,2025-05-15,2,15,1
777900,2025-05-16,3,6,1
777902,2025-05-16,3,5,1
777905,2025-05-16,0,1,1
777907,2025-05-16,1,2,1
777904,2025-05-16,1,6,1
777906,2025-05-16,4,0,0
777908,2025-05-16,2,0,0
777903,2025-05-16,4,5,1
777901,2025-05-16,3,2,0
777895,2025-05-16,0,2,1
777898,2025-05-16,3,0,0
777897,2025-05-16,0,5,1
777896,2025-05-16,3,0,0
777899,2025-05-16,4,1,0
777891,2025-05-16,0,4,1
777888,2025-05-17,2,1,0
777881,2025-05-17,3,6,1
777886,2025-05-17,1,0,0
777890,2025-05-17,7,0,0
777889,2025-05-17,4,0,0
777894,2025-05-17,0,5,1
777892,2025-05-17,1,1,
777882,2025-05-17,1,1,
777885,2025-05-17,0,0,
777893,2025-05-17,6,2,0
777883,2025-05-17,5,0,0
777887,2025-05-17,6,11,1
777875,2025-05-17,1,1,
777879,2025-05-17,0,0,
777884,2025-05-17,5,4,0
777869,2025-05-18,0,3,1
777873,2025-05-18,8,1,0
777880,2025-05-18,0,1,1
777876,2025-05-18,7,4,0
777871,2025-05-18,2,2,
777874,2025-05-18,0,2,1
777877,2025-05-18,1,3,1
777864,2025-05-18,1,1,
777865,2025-05-18,1,4,1
777872,2025-05-18,1,1,
777867,2025-05-18,2,1,0
777870,2025-05-18,0,1,1
777866,2025-05-18,4,1,0
777868,2025-05-18,3,1,0
777878,2025-05-18,2,2,
777859,2025-05-19,1,1,
777863,2025-05-19,3,6,1
777856,2025-05-19,1,3,1
777858,2025-05-19,3,2,0
777861,2025-05-19,2,4,1
777857,2025-05-19,1,0,0
777860,2025-05-19,1,4,1
777862,2025-05-19,0,5,1
777852,2025-05-19,1,2,1
777855,2025-05-19,0,0,
777853,2025-05-19,4,3,0
777854,2025-05-19,7,1,0
777847,2025-05-20,0,0,
777850,2025-05-20,1,1,
777851,2025-05-20,0,2,1
777841,2025-05-20,3,4,1
777848,2025-05-20,2,0,0
777849,2025-05-20,0,2,1
777845,2025-05-20,0,3,1
777846,2025-05-20,0,1,1
777844,2025-05-20,0,3,1
777840,2025-05-20,4,2,0
777842,2025-05-20,4,1,0
777836,2025-05-20,1,3,1
777843,2025-05-20,5,4,0
777838,2025-05-20,0,1,1
777834,2025-05-21,1,2,1
777832,2025-05-21,2,5,1
777861,2025-05-21,2,4,1
777833,2025-05-21,1,1,
777826,2025-05-21,1,1,
777827,2025-05-21,2,0,0
777830,2025-05-21,3,4,1
777819,2025-05-21,8,2,0
777829,2025-05-21,0,1,1
777831,2025-05-21,1,1,
777835,2025-05-21,1,1,
777837,2025-05-21,0,2,1
777823,2025-05-21,7,3,0
777828,2025-05-21,6,4,0
777824,2025-05-21,1,0,0
777818,2025-05-22,0,1,1
777816,2025-05-22,2,4,1
777817,2025-05-22,1,0,0
777812,2025-05-22,2,5,1
777821,2025-05-22,3,0,0
777814,2025-05-22,4,2,0
777820,2025-05-22,5,7,1
777822,2025-05-22,2,6,1
777815,2025-05-23,2,1,0
777811,2025-05-23,2,6,1
777806,2025-05-23,0,2,1
777801,2025-05-23,0,0,
777810,2025-05-23,0,3,1
777807,2025-05-23,2,0,0
777808,2025-05-23,5,2,0
777813,2025-05-23,1,1,
777805,2025-05-23,0,3,1
777800,2025-05-23,2,3,1
777799,2025-05-23,1,1,
777797,2025-05-23,1,0,0
777802,2025-05-23,2,3,1
777798,2025-05-23,0,3,1
777804,2025-05-23,1,0,0
777809,2025-05-24,5,3,0
777790,2025-05-24,0,0,
777788,2025-05-24,4,3,0
777786,2025-05-24,1,1,
777793,2025-05-24,0,2,1
777794,2025-05-24,1,1,
777791,2025-05-24,1,6,1
777787,2025-05-24,1,2,1
777803,2025-05-24,1,3,1
777792,2025-05-24,4,2,0
777782,2025-05-24,11,1,0
777795,2025-05-24,0,3,1
777796,2025-05-24,2,3,1
777789,2025-05-24,2,4,1
777784,2025-05-24,3,3,
777781,2025-05-24,3,1,0
777780,2025-05-25,0,5,1
777785,2025-05-25,2,0,0
777778,2025-05-25,3,1,0
777776,2025-05-25,3,1,0
777779,2025-05-25,3,8,1
777775,2025-05-25,0,9,1
777774,2025-05-25,3,2,0
777772,2025-05-25,0,1,1
777777,2025-05-25,2,1,0
777766,2025-05-25,2,2,
777768,2025-05-25,4,2,0
777765,2025-05-25,3,3,
777767,2025-05-25,3,0,0
777783,2025-05-25,1,3,1
777773,2025-05-25,1,3,1
777770,2025-05-26,0,3,1
777764,2025-05-26,0,2,1
777757,2025-05-26,1,2,1
777771,2025-05-26,2,5,1
777759,2025-05-26,2,1,0
777760,2025-05-26,6,0,0
777758,2025-05-26,1,0,0
777769,2025-05-26,4,1,0
777762,2025-05-26,0,0,
777761,2025-05-26,0,5,1
777756,2025-05-26,3,2,0
777763,2025-05-26,4,1,0
777753,2025-05-27,4,3,0
777754,2025-05-27,3,4,1
777755,2025-05-27,0,3,1
777748,2025-05-27,0,1,1
777746,2025-05-27,2,1,0
777749,2025-05-27,2,5,1
777750,2025-05-27,2,2,
777747,2025-05-27,0,0,
777751,2025-05-27,1,2,1
777741,2025-05-27,0,0,
777752,2025-05-27,1,9,1
777745,2025-05-27,1,0,0
777744,2025-05-27,0,6,1
777743,2025-05-27,1,4,1
777742,2025-05-27,6,7,1
777739,2025-05-28,2,1,0
777738,2025-05-28,3,4,1
777732,2025-05-28,0,4,1
777737,2025-05-28,5,3,0
777736,2025-05-28,3,2,0
777734,2025-05-28,3,2,0
777729,2025-05-28,3,0,0
777726,2025-05-28,6,6,
777740,2025-05-28,5,4,0
777733,2025-05-28,0,2,1
777731,2025-05-28,0,2,1
777724,2025-05-28,0,0,
777728,2025-05-28,1,0,0
777730,2025-05-28,6,0,0
777735,2025-05-29,0,3,1
777723,2025-05-29,4,0,0
777727,2025-05-29,0,11,1
777725,2025-05-29,3,2,0
777722,2025-05-29,0,0,
777712,2025-05-30,4,0,0
777720,2025-05-30,0,0,
777715,2025-05-30,5,1,0
777716,2025-05-30,5,9,1
777721,2025-05-30,1,0,0
777718,2025-05-30,0,3,1
777717,2025-05-30,2,0,0
777719,2025-05-30,2,1,0
777709,2025-05-30,0,5,1
777711,2025-05-30,5,3,0
777714,2025-05-30,1,0,0
777710,2025-05-30,6,6,
777707,2025-05-30,0,1,1
777713,2025-05-30,2,4,1
777708,2025-05-30,5,2,0
777704,2025-05-31,0,0,
777701,2025-05-31,5,7,1
777697,2025-05-31,2,0,0
777699,2025-05-31,1,4,1
777702,2025-05-31,12,1,0
777703,2025-05-31,5,3,0
777694,2025-05-31,0,0,
777700,2025-05-31,1,7,1
777693,2025-05-31,4,3,0
777706,2025-05-31,0,5,1
777705,2025-05-31,0,1,1
777695,2025-05-31,3,2,0
777698,2025-05-31,1,14,1
777691,2025-05-31,3,0,0
777696,2025-05-31,11,2,0
777678,2025-06-01,1,2,1
777692,2025-06-01,3,1,0
777684,2025-06-01,0,2,1
777688,2025-06-01,1,2,1
777685,2025-06-01,3,2,0
777683,2025-06-01,0,4,1
777686,2025-06-01,3,4,1
777689,2025-06-01,4,0,0
777677,2025-06-01,1,0,0
777690,2025-06-01,0,1,1
777687,2025-06-01,0,5,1
777679,2025-06-01,1,3,1
777680,2025-06-01,0,0,
777681,2025-06-01,4,1,0
777682,2025-06-01,6,1,0
777673,2025-06-02,5,4,0
777670,2025-06-02,6,5,0
777671,2025-06-02,3,2,0
777674,2025-06-02,8,0,0
777676,2025-06-02,0,0,
777669,2025-06-02,6,4,0
777675,2025-06-02,2,0,0
777663,2025-06-03,0,0,
777666,2025-06-03,2,2,
777659,2025-06-03,7,3,0
777664,2025-06-03,0,1,1
777665,2025-06-03,7,1,0
777667,2025-06-03,3,1,0
777668,2025-06-03,2,2,
777672,2025-06-03,5,3,0
777662,2025-06-03,0,1,1
777661,2025-06-03,0,1,1
777660,2025-06-03,8,7,0
777655,2025-06-03,2,1,0
777656,2025-06-03,0,2,1
777658,2025-06-03,1,2,1
777657,2025-06-03,5,4,0
777652,2025-06-04,2,0,0
777647,2025-06-04,3,1,0
777649,2025-06-04,8,7,0
777648,2025-06-04,0,3,1
777650,2025-06-04,0,0,
777653,2025-06-04,3,0,0
777651,2025-06-04,1,0,0
777654,2025-06-04,1,0,0
777646,2025-06-04,3,5,1
777639,2025-06-04,4,4,
777645,2025-06-04,0,1,1
777641,2025-06-04,5,1,0
777643,2025-06-04,3,1,0
777638,2025-06-04,3,0,0
777640,2025-06-05,3,7,1
777642,2025-06-05,3,0,0
777635,2025-06-05,7,5,0
777634,2025-06-05,0,2,1
777637,2025-06-05,0,8,1
777636,2025-06-05,1,12,1
777628,2025-06-05,1,3,1
777633,2025-06-05,2,3,1
777631,2025-06-05,4,3,0
777630,2025-06-05,4,2,0
777632,2025-06-05,3,0,0
777644,2025-06-05,0,2,1
777629,2025-06-05,2,1,0
777625,2025-06-06,1,3,1
777621,2025-06-06,4,4,
777624,2025-06-06,0,1,1
777627,2025-06-06,1,8,1
777623,2025-06-06,3,2,0
777626,2025-06-06,0,1,1
777622,2025-06-06,3,1,0
777618,2025-06-06,2,2,
777615,2025-06-06,4,3,0
777617,2025-06-06,1,0,0
777620,2025-06-06,0,4,1
777616,2025-06-06,0,1,1
777614,2025-06-06,4,5,1
777613,2025-06-06,4,5,1
777619,2025-06-06,2,4,1
777609,2025-06-07,3,1,0
777623,2025-06-07,3,2,0
777600,2025-06-07,2,2,
777601,2025-06-07,0,0,
777610,2025-06-07,2,0,0
777607,2025-06-07,1,1,
777598,2025-06-07,1,1,
777612,2025-06-07,1,13,1
777608,2025-06-07,1,0,0
777606,2025-06-07,1,3,1
777611,2025-06-07,10,6,0
777605,2025-06-07,8,5,0
777597,2025-06-07,1,0,0
777603,2025-06-07,4,6,1
777604,2025-06-07,3,1,0
777599,2025-06-07,4,4,
777592,2025-06-08,2,2,
777586,2025-06-08,0,0,
777596,2025-06-08,3,2,0
777595,2025-06-08,1,1,
777602,2025-06-08,2,2,
777594,2025-06-08,0,4,1
777591,2025-06-08,0,2,1
777585,2025-06-08,3,6,1
777590,2025-06-08,2,2,
777582,2025-06-08,4,1,0
777583,2025-06-08,8,2,0
777588,2025-06-08,1,4,1
777587,2025-06-08,3,4,1
777589,2025-06-08,3,2,0
777593,2025-06-08,2,3,1
777580,2025-06-09,4,3,0
777574,2025-06-09,2,4,1
777578,2025-06-09,1,2,1
777584,2025-06-09,3,1,0
777575,2025-06-09,3,1,0
777581,2025-06-09,2,0,0
777576,2025-06-09,0,4,1
777579,2025-06-09,6,6,
777577,2025-06-09,0,2,1
777573,2025-06-10,5,1,0
777569,2025-06-10,1,0,0
777566,2025-06-10,3,0,0
777571,2025-06-10,3,4,1
777570,2025-06-10,4,2,0
777565,2025-06-10,1,2,1
777557,2025-06-10,8,3,0
777572,2025-06-10,5,1,0
777568,2025-06-10,1,2,1
777558,2025-06-10,6,4,0
777567,2025-06-10,4,1,0
777563,2025-06-10,2,3,1
777564,2025-06-10,0,0,
777560,2025-06-10,0,5,1
777559,2025-06-10,0,4,1
777552,2025-06-11,0,4,1
777553,2025-06-11,1,6,1
777549,2025-06-11,1,7,1
777554,2025-06-11,5,1,0
777545,2025-06-11,5,2,0
777548,2025-06-11,2,0,0
777542,2025-06-11,3,0,0
777543,2025-06-11,1,1,
777562,2025-06-11,0,2,1
777555,2025-06-11,0,4,1
777561,2025-06-11,3,4,1
777556,2025-06-11,2,6,1
777551,2025-06-11,5,0,0
777550,2025-06-11,2,8,1
777547,2025-06-11,3,5,1
777544,2025-06-12,0,4,1
777533,2025-06-12,7,1,0
777534,2025-06-12,7,2,0
777540,2025-06-12,4,0,0
777536,2025-06-12,0,0,
777532,2025-06-12,0,6,1
777541,2025-06-12,0,2,1
777546,2025-06-12,2,4,1
777526,2025-06-13,0,0,
777531,2025-06-13,0,4,1
777530,2025-06-13,8,2,0
777539,2025-06-13,0,2,1
777538,2025-06-13,2,3,1
777528,2025-06-13,1,5,1
777537,2025-06-13,0,1,1
777535,2025-06-13,4,1,0
777524,2025-06-13,0,3,1
777529,2025-06-13,3,1,0
777527,2025-06-13,1,9,1
777525,2025-06-13,1,1,
777521,2025-06-13,1,5,1
777520,2025-06-13,2,2,
777522,2025-06-13,5,1,0
777514,2025-06-14,1,1,
777517,2025-06-14,7,1,0
777513,2025-06-14,1,1,
777519,2025-06-14,3,3,
777509,2025-06-14,2,2,
777508,2025-06-14,2,1,0
777511,2025-06-14,3,0,0
777518,2025-06-14,7,4,0
777510,2025-06-14,2,2,
777523,2025-06-14,0,4,1
777512,2025-06-14,7,4,0
777515,2025-06-14,1,3,1
777516,2025-06-14,0,3,1
777507,2025-06-14,2,2,
777506,2025-06-14,0,7,1
777505,2025-06-15,2,2,
777501,2025-06-15,2,3,1
777499,2025-06-15,2,6,1
777504,2025-06-15,1,0,0
777503,2025-06-15,2,1,0
777500,2025-06-15,0,2,1
777502,2025-06-15,6,0,0
777496,2025-06-15,0,2,1
777494,2025-06-15,1,0,0
777492,2025-06-15,1,2,1
777497,2025-06-15,2,2,
777493,2025-06-15,0,2,1
777491,2025-06-15,4,2,0
777495,2025-06-15,0,6,1
777498,2025-06-15,3,5,1
777483,2025-06-16,2,1,0
777488,2025-06-16,3,4,1
777487,2025-06-16,0,0,
777484,2025-06-16,1,7,1
777486,2025-06-16,2,0,0
777485,2025-06-16,1,1,
777490,2025-06-16,2,6,1
777481,2025-06-17,3,2,0
777475,2025-06-17,3,3,
777480,2025-06-17,3,1,0
777476,2025-06-17,3,0,0
777479,2025-06-17,3,2,0
777478,2025-06-17,1,4,1
777489,2025-06-17,4,1,0
777477,2025-06-17,2,1,0
777467,2025-06-17,6,2,0
777468,2025-06-17,5,1,0
777482,2025-06-17,2,4,1
777473,2025-06-17,0,8,1
777472,2025-06-17,2,2,
777469,2025-06-17,9,0,0
777471,2025-06-17,3,3,
777453,2025-06-18,3,1,0
777465,2025-06-18,4,1,0
777461,2025-06-18,0,0,
777466,2025-06-18,2,2,
777462,2025-06-18,0,2,1
777474,2025-06-18,2,4,1
777470,2025-06-18,0,4,1
777463,2025-06-18,8,8,
777460,2025-06-18,4,3,0
777454,2025-06-18,4,2,0
777456,2025-06-18,2,1,0
777457,2025-06-18,1,3,1
777452,2025-06-19,9,4,0
777445,2025-06-19,2,2,
777449,2025-06-19,2,4,1
777451,2025-06-19,1,9,1
777464,2025-06-19,4,2,0
777447,2025-06-19,1,2,1
777458,2025-06-19,6,1,0
777450,2025-06-19,8,3,0
777443,2025-06-19,3,0,0
777448,2025-06-19,7,1,0
777440,2025-06-19,1,0,0
777444,2025-06-19,0,1,1
777455,2025-06-19,1,3,1
777446,2025-06-19,1,1,
777441,2025-06-19,1,2,1
777442,2025-06-19,2,0,0
777436,2025-06-20,2,4,1
777432,2025-06-20,4,2,0
777431,2025-06-20,3,9,1
777438,2025-06-20,2,3,1
777435,2025-06-20,7,0,0
777439,2025-06-20,1,4,1
777433,2025-06-20,0,1,1
777437,2025-06-20,0,2,1
777434,2025-06-20,1,0,0
777430,2025-06-20,9,7,0
777428,2025-06-20,2,1,0
777426,2025-06-20,4,1,0
777429,2025-06-20,0,3,1
777427,2025-06-20,2,4,1
777425,2025-06-20,5,5,
777420,2025-06-21,1,7,1
777422,2025-06-21,0,8,1
777412,2025-06-21,4,0,0
777415,2025-06-21,1,2,1
777419,2025-06-21,6,10,1
777418,2025-06-21,0,4,1
777417,2025-06-21,0,3,1
777421,2025-06-21,1,1,
777424,2025-06-21,3,0,0
777413,2025-06-21,1,2,1
777423,2025-06-21,5,4,0
777410,2025-06-21,5,3,0
777414,2025-06-21,1,7,1
777411,2025-06-21,4,0,0
777416,2025-06-21,2,1,0
777406,2025-06-22,2,1,0
777409,2025-06-22,1,1,
777404,2025-06-22,2,7,1
777408,2025-06-22,1,1,
777402,2025-06-22,2,4,1
777401,2025-06-22,9,3,0
777407,2025-06-22,3,1,0
777403,2025-06-22,5,4,0
777399,2025-06-22,2,4,1
777400,2025-06-22,3,0,0
777395,2025-06-22,4,4,
777397,2025-06-22,4,5,1
777398,2025-06-22,3,0,0
777396,2025-06-22,0,0,
777405,2025-06-22,0,5,1
777394,2025-06-23,0,4,1
777389,2025-06-23,3,0,0
777390,2025-06-23,1,4,1
777388,2025-06-23,6,0,0
777393,2025-06-23,8,0,0
777391,2025-06-23,4,4,
777392,2025-06-23,1,6,1
777381,2025-06-23,4,5,1
777382,2025-06-23,6,1,0
777380,2025-06-24,3,0,0
777386,2025-06-24,4,7,1
777384,2025-06-24,4,0,0
777387,2025-06-24,0,3,1
777385,2025-06-24,3,0,0
777378,2025-06-24,4,0,0
777375,2025-06-24,5,5,
777383,2025-06-24,1,1,
777374,2025-06-24,0,7,1
777373,2025-06-24,5,8,1
777377,2025-06-24,0,0,
777379,2025-06-24,6,3,0
777376,2025-06-24,1,0,0
777372,2025-06-24,3,3,
777364,2025-06-24,3,2,0
777370,2025-06-25,2,4,1
777361,2025-06-25,0,4,1
777362,2025-06-25,2,4,1
777360,2025-06-25,0,1,1
777365,2025-06-25,6,0,0
777371,2025-06-25,3,0,0
777368,2025-06-25,1,3,1
777369,2025-06-25,1,6,1
777367,2025-06-25,4,1,0
777359,2025-06-25,3,0,0
777363,2025-06-25,0,0,
777357,2025-06-25,8,0,0
777366,2025-06-25,0,1,1
777358,2025-06-25,0,0,
777355,2025-06-25,2,2,
777351,2025-06-26,0,3,1
777354,2025-06-26,3,0,0
777356,2025-06-26,0,2,1
777353,2025-06-26,2,0,0
777350,2025-06-26,0,1,1
777348,2025-06-26,2,0,0
777344,2025-06-26,1,1,
777347,2025-06-26,8,5,0
777352,2025-06-26,0,2,1
777341,2025-06-27,1,5,1
777343,2025-06-27,7,8,1
777337,2025-06-27,0,3,1
777346,2025-06-27,0,8,1
777349,2025-06-27,3,0,0
777345,2025-06-27,3,0,0
777334,2025-06-27,2,0,0
777342,2025-06-27,11,0,0
777338,2025-06-27,1,1,
777340,2025-06-27,4,1,0
777336,2025-06-27,1,7,1
777335,2025-06-27,5,4,0
777339,2025-06-27,3,7,1
777331,2025-06-27,8,9,1
777332,2025-06-27,4,4,
777326,2025-06-28,1,0,0
777324,2025-06-28,2,6,1
777325,2025-06-28,2,3,1
777330,2025-06-28,9,1,0
777322,2025-06-28,1,2,1
777319,2025-06-28,0,6,1
777328,2025-06-28,1,4,1
777329,2025-06-28,3,6,1
777323,2025-06-28,1,9,1
777327,2025-06-28,0,0,
777318,2025-06-28,3,6,1
777321,2025-06-28,0,5,1
777320,2025-06-28,8,2,0
777333,2025-06-28,0,2,1
777315,2025-06-28,1,1,
777309,2025-06-29,3,0,0
777313,2025-06-29,1,8,1
777317,2025-06-29,0,3,1
777310,2025-06-29,5,3,0
777316,2025-06-29,2,1,0
777307,2025-06-29,1,10,1
777312,2025-06-29,1,0,0
777308,2025-06-29,0,2,1
777304,2025-06-29,2,1,0
